,Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Make,Model,Price,Kilometer,Fuel Type,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
13583,,2011.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,i20 Magna 1.2,250000.0,75431.0,Petrol,Mumbai,Grey,Individual,,,,,,,,,
13584,,2017.0,,,,,,Manual,UnRegistered Car,,,,,,,,,,,,,,Renault,Kwid 1.0 RXT [2016-2019],420000.0,43000.0,Petrol,Hyderabad,Grey,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
13585,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Hyundai,Tucson GL 2WD AT Diesel,2395000.0,44876.0,Diesel,Bangalore,White,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
13586,,2013.0,,,,,,Manual,Second,,,,,,,,,,,,,,Hyundai,i20 Sportz 1.4 CRDI,360000.0,95610.0,Diesel,Rudrapur,White,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
13587,,2013.0,,,,,,Manual,First,,,,,,,,,,,,,,Nissan,Sunny XV Diesel,325000.0,51000.0,Diesel,Zirakpur,Grey,Individual,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425.0,1695.0,1505.0,5.0,41.0
13588,,2013.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Land Rover,Evoque Dynamic SD4,2300000.0,110000.0,Diesel,Chennai,Red,Individual,2179 cc,190 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4355.0,2120.0,1635.0,5.0,57.0
13589,,2014.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Ertiga Vxi CNG,642000.0,53693.0,CNG,Mumbai,Others,Individual,1373 cc,82 bhp @ 6000 rpm,110 Nm @ 4000 rpm,FWD,4265.0,1695.0,1685.0,7.0,60.0
13590,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Eon Era +,290000.0,70000.0,Petrol,Kheda,White,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
13591,,2014.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],390000.0,57000.0,Petrol,Delhi,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
13592,,2014.0,,,,,,Automatic,First,,,,,,,,,,,,,,Toyota,Corolla Altis 1.8 G AT,890000.0,63000.0,Petrol,Delhi,Grey,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4540.0,1760.0,1480.0,5.0,55.0
13593,,2002.0,,,,,,Manual,First,,,,,,,,,,,,,,Honda,City 1.5 EXi,100000.0,65494.0,Petrol,Ranchi,Beige,Individual,,,,,,,,,
13594,,2016.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Swift LXi,440000.0,53807.0,Petrol,Gurgaon,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
13595,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Ciaz Delta 1.4 MT,721000.0,46000.0,Petrol,Noida,White,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
13596,,2018.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Skoda,Octavia 1.8 TSI L&K,1515000.0,67546.0,Petrol,Ludhiana,Others,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0
13597,,2021.0,,,,,,Automatic,First,,,,,,,,,,,,,,Land Rover,Discovery Sport SE R-Dynamic Petrol,7000000.0,14500.0,Petrol,Delhi,White,Individual,1997 cc,245 bhp @ 5500 rpm,365 Nm @ 1500 rpm,AWD,4600.0,2069.0,1724.0,7.0,70.0
13598,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Honda,City V,949000.0,37100.0,Petrol,Mysore,Grey,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
13599,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],5500000.0,30000.0,Diesel,Gurgaon,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
13600,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Renault,Kwid RXT [2015-2019],319000.0,89059.0,Petrol,Zirakpur,Others,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
13601,,2013.0,,,,,,Manual,Second,,,,,,,,,,,,,,Maruti Suzuki,Ertiga VDi,459999.0,77000.0,Diesel,Ludhiana,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
13602,,2018.0,,,,,,Automatic,First,,,,,,,,,,,,,,Volvo,V40 D3 R-Design,2100000.0,42000.0,Diesel,Raipur,Red,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
13603,,2017.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Baleno Delta 1.2,685000.0,58146.0,Petrol,Bangalore,Red,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
13604,,2020.0,,,,,,Automatic,First,,,,,,,,,,,,,,MINI,Cooper S,3900000.0,13000.0,Petrol,Delhi,Black,Individual,1998 cc,189 bhp @,280 Nm @ 1250 rpm,,3850.0,1727.0,1414.0,4.0,44.0
13605,,2013.0,,,,,,Manual,Second,,,,,,,,,,,,,,Toyota,Etios GD,300000.0,75000.0,Diesel,Kanpur,Silver,Individual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
13606,,2016.0,,,,,,Automatic,First,,,,,,,,,,,,,,Porsche,Panamera 3.0 Diesel,6350000.0,20500.0,Diesel,Delhi,White,Corporate,,,,,,,,,
13607,,2018.0,,,,,,Automatic,Third,,,,,,,,,,,,,,Mercedes-Benz,GLE 250 d,5400000.0,50500.0,Diesel,Dehradun,White,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
13608,,2022.0,,,,,,Automatic,UnRegistered Car,,,,,,,,,,,,,,Mercedes-Benz,A-Class Sedan 200d,4100000.0,3826.0,Diesel,Ahmedabad,White,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0
13609,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Mercedes-Benz,GLS 350 d,6875000.0,53000.0,Diesel,Dehradun,White,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,5130.0,1934.0,1850.0,7.0,100.0
13610,,2018.0,,,,,,Manual,Second,,,,,,,,,,,,,,Hyundai,Creta SX 1.6 (O) Petrol,1115000.0,37000.0,Petrol,Delhi,Black,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
13611,,2017.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Honda,City V CVT Petrol [2017-2019],761000.0,38000.0,Petrol,Ahmedabad,Grey,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
13612,,2021.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Baleno Zeta 1.2,825000.0,8499.0,Petrol,Thane,Yellow,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
13613,,2016.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],650000.0,61181.0,Diesel,Jaipur,White,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
13614,,2017.0,,,,,,Manual,First,,,,,,,,,,,,,,Honda,Jazz V Petrol,565000.0,45000.0,Petrol,Delhi,Grey,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
13615,,2007.0,,,,,,Automatic,First,,,,,,,,,,,,,,Mercedes-Benz,S-Class 350,750000.0,102000.0,Petrol,Pune,Silver,Individual,3498 cc,272@6000,350@2400,RWD,5076.0,1871.0,1473.0,5.0,90.0
13616,,2021.0,,,,,,Automatic,First,,,,,,,,,,,,,,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,685000.0,9232.0,Petrol,Mumbai,Blue,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0
13617,,2008.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Estilo VXi,135000.0,72542.0,Petrol,Mirzapur,Pink,Individual,1061 cc,64@6200,84@3500,,3495.0,1495.0,1595.0,5.0,35.0
13618,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Elite i20 Magna Executive 1.2,609000.0,42601.0,Petrol,Udupi,Blue,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
13619,,2009.0,,,,,,Manual,Second,,,,,,,,,,,,,,Mahindra,Scorpio LX BS-III,365000.0,90000.0,Diesel,Lucknow,Green,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0
13620,,2016.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,Q7 45 TDI Premium Plus,5175000.0,65000.0,Diesel,Pune,Blue,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
13621,,2018.0,,,,,,Automatic,First,,,,,,,,,,,,,,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2175000.0,40000.0,Diesel,Ludhiana,Bronze,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
13622,,2013.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Ssangyong,Rexton RX7,675000.0,106223.0,Diesel,Ahmedabad,White,Individual,2696 cc,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD,4755.0,1900.0,1785.0,7.0,78.0
13623,,2009.0,,,,,,Automatic,Second,,,,,,,,,,,,,,BMW,X5 3.0d,1400000.0,115000.0,Diesel,Coimbatore,Green,Individual,2993 cc,218@4000,480@1750,AWD,4854.0,1933.0,1776.0,5.0,85.0
13624,,2016.0,,,,,,Manual,First,,,,,,,,,,,,,,Honda,Amaze 1.2 S i-VTEC Opt,480000.0,50000.0,Petrol,Guwahati,White,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
13625,,2020.0,,,,,,Automatic,First,,,,,,,,,,,,,,BMW,5-Series 520d Luxury Line [2017-2019],5800000.0,30000.0,Diesel,Mumbai,Black,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
13626,,2018.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,Q7 45 TDI Technology Pack,6700000.0,39850.0,Diesel,Surat,Blue,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
13627,,2014.0,,,,,,Automatic,First,,,,,,,,,,,,,,Hyundai,Elantra 1.6 SX AT,625000.0,80000.0,Diesel,Delhi,White,Individual,1582 cc,126 bhp @ 4000 rpm,259 Nm @ 1900 rpm,FWD,4530.0,1775.0,1470.0,5.0,56.0
13628,,2017.0,,,,,,Automatic,First,,,,,,,,,,,,,,Isuzu,MU-X 4x2,1791000.0,96095.0,Diesel,Thane,Silver,Individual,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,4825.0,1860.0,1840.0,7.0,65.0
13629,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],422000.0,12768.0,Petrol,Ahmedabad,White,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
13630,,2021.0,,,,,,Automatic,UnRegistered Car,,,,,,,,,,,,,,Audi,A4 Premium Plus 40 TFSI,4200000.0,12321.0,Petrol,Delhi,Black,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0
13631,,2018.0,,,,,,Automatic,First,,,,,,,,,,,,,,Toyota,Corolla Altis VL AT Petrol,1295000.0,65100.0,Petrol,Thane,Beige,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
13632,,2017.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],495000.0,30000.0,Petrol,Delhi,Orange,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
13633,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Tata,Tiago Revotron XTA [2017-2019],585000.0,12000.0,Petrol,Mumbai,Silver,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
13634,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3950000.0,33000.0,Diesel,Mumbai,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
13635,,2021.0,,,,,,Automatic,First,,,,,,,,,,,,,,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7475000.0,13000.0,Diesel,Delhi,Black,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
13636,,2013.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Skoda,Rapid Elegance 1.6 MPI AT,425000.0,57000.0,Petrol,Delhi,White,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
13637,,2011.0,,,,,,Automatic,Third,,,,,,,,,,,,,,BMW,5-Series 525d Sedan,975000.0,61000.0,Diesel,Mohali,Silver,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
13638,,2017.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Mercedes-Benz,E-Class E 220d Expression [2019-2019],4150000.0,48000.0,Diesel,Chennai,Black,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
13639,,2012.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,Q7 35 TDI Premium Plus + Sunroof,2475000.0,118000.0,Diesel,Bangalore,Black,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,7.0,100.0
13640,,2017.0,,,,,,Automatic,Second,,,,,,,,,,,,,,BMW,5-Series 520d Sport Line,2990000.0,44000.0,Diesel,Mumbai,White,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,57.0
13641,,2015.0,,,,,,Automatic,First,,,,,,,,,,,,,,BMW,X5 xDrive 30d,3550000.0,59000.0,Diesel,Chandigarh,Bronze,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
13642,,2013.0,,,,,,Manual,Second,,,,,,,,,,,,,,Renault,Duster 85 PS RxL Diesel,280000.0,99000.0,Diesel,Faridabad,White,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
13643,,2009.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Mercedes-Benz,S-Class 350,1500000.0,75000.0,Petrol,Chennai,Red,Individual,3498 cc,272@6000,350@2400,RWD,5076.0,1871.0,1473.0,5.0,90.0
13644,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,BMW,6-Series GT 630d Luxury Line [2018-2019],5100000.0,79000.0,Diesel,Pune,Blue,Individual,2993 cc,265 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5091.0,1902.0,1538.0,5.0,68.0
13645,,2010.0,,,,,,Manual,Second,,,,,,,,,,,,,,Toyota,Fortuner 3.0 MT,825000.0,114000.0,Diesel,Lucknow,Black,Individual,2982 cc,171@3600,343@1400,AWD,4695.0,1840.0,1850.0,7.0,80.0
13646,,2014.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Wagon R LXI CNG (O),310000.0,82000.0,CNG,Lucknow,White,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
13647,,2016.0,,,,,,Automatic,First,,,,,,,,,,,,,,Honda,Jazz V AT Petrol,595000.0,80000.0,Petrol,Delhi,Grey,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
13648,,2014.0,,,,,,Automatic,First,,,,,,,,,,,,,,Toyota,Commuter HiAce 3.0 L,3100000.0,65000.0,Diesel,Ludhiana,White,Individual,,,,,,,,,
13649,,2017.0,,,,,,Manual,First,,,,,,,,,,,,,,Jeep,Compass Limited 2.0 Diesel [2017-2020],1240000.0,57000.0,Diesel,Mumbai,White,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
13650,,2018.0,,,,,,Manual,Second,,,,,,,,,,,,,,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],328000.0,26807.0,Petrol,Mumbai,Black,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
13651,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Elite i20 Sportz 1.2,625000.0,23000.0,Petrol,Delhi,Red,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
13652,,2015.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Swift VDi,409999.0,112000.0,Diesel,Gurgaon,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
13653,,2022.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Baleno Alpha (O) 1.2,975000.0,5000.0,Petrol,Delhi,White,Individual,,,,,,,,,
13654,,2015.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Swift DZire ZXI,545000.0,70000.0,Petrol,Mohali,Silver,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
13655,,2019.0,,,,,,Manual,First,,,,,,,,,,,,,,Volkswagen,Polo Trendline 1.0L (P),699000.0,53929.0,Petrol,Bangalore,Red,Individual,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
13656,,2014.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Celerio LXi,390000.0,49580.0,Petrol,Coimbatore,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
13657,,2014.0,,,,,,Manual,Second,,,,,,,,,,,,,,Toyota,Corolla Altis GL,680000.0,85000.0,Diesel,Kanpur,White,Individual,1364 cc,87 bhp @ 3800 rpm,205 Nm @ 1800 rpm,FWD,4620.0,1775.0,1475.0,5.0,50.0
13658,,2015.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Ciaz ZDi SHVS,625000.0,61000.0,Diesel,Allahabad,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
13659,,2012.0,,,,,,Manual,Second,,,,,,,,,,,,,,Maruti Suzuki,Wagon R LXi LPG,235000.0,35000.0,LPG,Varanasi,Green,Individual,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD,3595.0,1475.0,1700.0,5.0,28.0
13660,,2016.0,,,,,,Manual,First,,,,,,,,,,,,,,Mahindra,Scorpio S2,951000.0,42000.0,Diesel,Patna,White,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
13661,,2011.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Honda,City 1.5 V AT,550000.0,69000.0,Petrol,Bangalore,Black,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
13662,,2017.0,,,,,,Automatic,First,,,,,,,,,,,,,,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1350000.0,70000.0,Petrol,Chennai,Blue,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
13663,,2013.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,i10 Magna 1.2 Kappa2,325000.0,15780.0,Petrol,Thane,Red,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
13664,,2012.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Audi,A4 2.0 TDI (143 bhp),1150000.0,40031.0,Diesel,Pune,Blue,Individual,,,,,,,,,
13665,,2015.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,Q7 35 TDI Premium + Sunroof,2600000.0,46000.0,Diesel,Delhi,Black,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,7.0,100.0
13666,,2016.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Ciaz ZXI+,640000.0,50800.0,Petrol,Lucknow,White,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
13667,,2021.0,,,,,,Automatic,First,,,,,,,,,,,,,,Tata,Tigor EV XZ Plus,1250000.0,3000.0,Electric,Hyderabad,Green,Individual,,,,FWD,3993.0,1677.0,1532.0,5.0,
13668,,2011.0,,,,,,Automatic,First,,,,,,,,,,,,,,Toyota,Corolla Altis 1.8 VL AT,450000.0,95000.0,Petrol,Mumbai,White,Individual,1794 cc,132@6000,170@4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
13669,,2010.0,,,,,,Automatic,Second,,,,,,,,,,,,,,BMW,5-Series 520d Sedan,750000.0,112000.0,Diesel,Pune,Blue,Individual,1995 cc,177@4000,350@1750,RWD,4841.0,1846.0,1468.0,5.0,70.0
13670,,2020.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,A6 Technology 45 TFSI,5300000.0,36000.0,Petrol,Chennai,Grey,Individual,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD,4939.0,1886.0,1457.0,5.0,73.0
13671,,2019.0,,,,,,Automatic,First,,,,,,,,,,,,,,Volvo,XC60 Inscription [2017-2020],5800000.0,3500.0,Diesel,Ludhiana,White,Individual,1969 cc,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4688.0,1902.0,1658.0,5.0,71.0
13672,,2018.0,,,,,,Manual,First,,,,,,,,,,,,,,Maruti Suzuki,Vitara Brezza ZDi,801000.0,30000.0,Diesel,Patna,Silver,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
13673,,2009.0,,,,,,Manual,Second,,,,,,,,,,,,,,Volkswagen,Jetta 1.9L TDI,310000.0,107879.0,Diesel,Pune,White,Individual,,,,,,,,,
13674,,2017.0,,,,,,Manual,First,,,,,,,,,,,,,,Mahindra,Scorpio S6 Plus 1.99 [2016-2017],1090000.0,19000.0,Diesel,Delhi,White,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0
13675,,2014.0,,,,,,Manual,Second,,,,,,,,,,,,,,Maruti Suzuki,Alto VXi,245000.0,31100.0,Petrol,Jamshedpur,Maroon,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
13676,,2014.0,,,,,,Manual,Second,,,,,,,,,,,,,,Honda,Amaze 1.2 S i-VTEC,475000.0,65000.0,Petrol,Coimbatore,Silver,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
13677,,2017.0,,,,,,Automatic,Second,,,,,,,,,,,,,,Toyota,Fortuner 2.8 4x4 AT [2016-2020],2800000.0,49000.0,Diesel,Delhi,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0
13678,,2022.0,,,,,,Automatic,First,,,,,,,,,,,,,,Tata,Nexon EV XZ Plus,1450000.0,5000.0,Electric,Mumbai,Blue,Individual,,,,FWD,3993.0,1811.0,1606.0,5.0,
13679,,2020.0,,,,,,Automatic,First,,,,,,,,,,,,,,Audi,A3 35 TDI Premium,2950000.0,11000.0,Diesel,Pune,White,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
13680,,2019.0,,,,,,Manual,First,,,,,,,,,,,,,,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],545000.0,28000.0,Petrol,Kharar,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
